,tokens,labels
15852,"Yours sincerely , RAEL MEDINAH Dear Kim , I have been helping to organise a pop concert in Dublin .",0
15853,As you know I love irish music so I was very happy when the organisers of the concert phone me to help them .,1
15854,The organisers paid for my acommodation and travel to Ireland .,1
15855,I arrived at Ireland on 2th July .,1
15856,On my first day I did n't work .,0
15857,On the next day I helped them to built the scenary and I had enough time to visit a museum in Dublin in the evening .,1
15858,On my third day I helped them to install the sound system .,0
15859,"While we were installing the sound system we listened irish music and suddenly we saw to U2 , which is my favourite group , going inside the stadium and they played music for us .",1
15860,"I could speak to my favourite singer ' Bono ' , I could meet him and I helped him to repair his guitar because it did n't sound very well .",1
15861,"The rest of the days I was n't doing anything especial , just I helped to organise the rehearsals of the differents group who were going to play in the concert .",1
15862,"Best wishes , Dears sirs : I would like to travel in July , before is not possible for me , I 'll have to finish my exams ' , the lastest of them will be on 30th of Juny .",1
15863,"About my Accommodation I prefer the tents , I like them , every year I go 15 days out with my tent and some friends .",1
15864,I like to sleep outside on the grass .,0
15865,The weather will be no cold does n't it ?,1
15866,"I 'd like to play gold and tennis , I practis both since I was young , and I like them , but I do n't have enough time to play , and my level is n't as good as I 'll like .",1
15867,"In order to know what sort of the clothes I have to take , please can you inform me about the normal weather for this periode ?",1
15868,"I 'm not used to hight temperatures , I do n't like so much the hot weather .",1
15869,How expensive the live is there ?,1
15870,"I have a Master Card , it 's possible to use it in your country or it 's better to take American Express or Visa ?",1
15871,"I wait your answer Your sincerely One of the most important think we have to film is our bycicle classes , our school is now the best of the country in all ages We are prest with this , we can show what we do in order to be the best .",1
15872,If it sould be possible we can make an interview to the last winner .,1
15873,"Should be good to show the swimming poole , the gim , etc .",1
15874,"And an other hand we have also a very important museum , and very beatiful building in the school , bowls them !",1
15875,!,0
15876,"We can also show one off de youngest classes and at the end one off de oldest , with this , the people who see the video will know the progres of our students .",1
15877,"At the end of the video we can show , in front off the principal building all the students an all the teachers like a old photo .",1
15878,"17th June 2000 The Manager The Circle Theatre My wife and I are very keen on theatre , especially of the funny actor "" Danny Brook "" .",1
15879,"When we saw your advertisement in the "" Evening Post "" we made a reservation .",0
15880,"Unfortunately , the next evening , one hour before the beginning of the show , we learnt that actors have been changed at the last minute .",1
15881,"In addition , there was no discount available , the show started at 20:15 and not at 19:30 .",1
15882,"After that , your restaurant was closed whitout reason .",1
15883,We are very disappointed .,0
15884,"It was not a "" perfect evening out "" but "" a dreadful evening out "" .",0
15885,It would be nice from you if you could refund us some money or send us two new ticket .,1
15886,I look forward to hearing from you .,0
15887,"Yours faithfully , To : the manager of The Circle Theatre From : Subject : complaint Dear Sir or Madam , I was at the show of your theatre three days ago .",1
15888,"Unfortunately , my expectations have not been realized because of many problems I had during the show .",1
15889,"First of all , there was another actor instead of Danny Brook ( as it was written in the advertisement ) .",1
15890,"Secondly , the show was delayed and started at 20.15 so I had to wait 45 minutes doing absolutely nothing and wasting my time .",1
15891,"No discounts were given and , what is more , your theatre restaurant was closed all the time .",1
15892,I was not able to have a dinner after the show .,1
15893,"On the whole , I was very disappointed having left the Circle Theatre .",1
15894,All the impressions were destroyed by many problems .,1
15895,I ask you for returning my money back .,1
15896,Or I will have nothing to do except for going to the court .,1
15897,"Faithfully , Fashion of the Future Three hundred years ago fashion changed up one time in each hundred years .",1
15898,One hundred years ago it was one time in 50-25 years .,1
15899,And now we have to change some of our clothes every 6 months because they are not so fashionable any more .,0
15900,Fashion is one of the most important parts of our image and everyday life now .,0
15901,"Fashion is becoming more useful , all the new inventions and technologies are going to play an important part in the fashion industry of the future .",1
15902,It is very difficult to predict but let us try to imagine what will clothes be like 100 years from now .,1
15903,"With no doubt , the influence of modern technologies will be great .",1
15904,"Future clothes will be very useful and incredibly comfortable , we can see the progress in the fashion even now .",1
15905,It seems that the decorative role of clothes will have disappeared by the year of 2050 .,1
15906,"So all the fashion industry will work to make clothes more useful , practical and comfortable .",1
15907,What will we have ?,0
15908,Breathing jackets and shirts with air conditioning .,0
15909,"Dear Miss Ryan , I am very glad received your letter , and very happy won first prize in your competition .",1
15910,I am writing to answer your question and ask further information .,1
15911,"First of all , I am a high school student , so I only have four weeks vacation on July .",1
15912,I would like to travel on July .,1
15913,"Secondly , for me , the best way to live in outdoor is in tents , because that will be a good chance to learn a lot of knowledge about planets and animals as well .",1
15914,"Moreover , I am good at play basketball , in fact , I am the captain in basketball team which is one of the best teenagers team in my city , and I also like singing .",1
15915,I play piano very well .,0
15916,"Two of my friends and I have a band , we sometimes perform in my school club .",1
15917,Could you tell me something about clothes and money which is I need to take with me .,1
15918,I look forward to hearing from you .,0
15919,Yours sincerely Suitable lessons and activities To : Mrs Oliviar From : HUA TANG date : 13th June Introduction : The aim of this report is to summerize the suitable lessons and activities be filmed .,1
15920,"Lessons : 1 Music Music is traditional lesson in our school , everyone in our school can play at least one instruments , so music lesson should be film and to express music is one of our school daily life style .",1
15921,2 .,0
15922,Maths According to some survey which have done by another students .,1
15923,Every student in our school has one math class everyday .,1
15924,"So , maths lesson would be filmed .",1
15925,activities .,0
15926,"Basketball Our school basketball team is one of the best teenagers team in our city , and every afternoon students are all play basketball in playground .",1
15927,"So , basketball should be filmed .",0
15928,"Conclution Sum up , the daily life in our school should film music class , maths class and student playing basketball .",1
15929,"Dear Mrs Ryan , Thank you for your letter and congratulations !",0
15930,I have always been interested in visiting other contries .,1
15931,"In fact it did n't want to ask my parents for money , and going on holiday with you would be an ideal solution .",1
15932,"I will be having my exams durind this month , so I ca n't travel before July .",1
15933,Also I 'm going to meet a director of Smith'th Travel Agency for interview concerning possible work with English-speaking tourists .,1
15934,"As you can see , I will be available only in July .",0
15935,"As regards accommodation , I would like to stay in tents , because I used to going on holiday with my friends and staying in tents .",1
15936,It is just wonderful .,0
15937,In my spare time I like to play basketball for a local team of which I have recently been made captain .,0
15938,"I would now like to learn how to play tennis and golf , if it is possible .",0
15939,"Could you please let me know what kind of weather will be there in July , what sorts of clothing I 'd better take with me .",1
15940,"Is there an extra charge for some trips , which might put them beyond my means .",1
15941,I look forward to hearing from you soon .,0
15942,"Yours faithfully , Raisa Sharapova To : Dinara Safina From : Raisa Re : Daily life at our school .",0
15943,"As requested , it has collected some information about the school .",1
15944,Below is a summary of the most important relevent points with some recommendations .,1
15945,1 .,0
15946,The fully-equipped computer centre in the main building is extremelly good .,1
15947,Lessons are very interesting and full of fun .,0
15948,Our teacher is friendly and he encourages us to study well .,0
15949,"However , there are no enough computers and sometimes we have to study in pairs .",1
15950,"I suggest to increase the number of them , because it will be more exiting to film .",1
15951,2 .,0
15952,"The school arranges an amasing range of activities , such as excuintions , sports and different kinds of trips .",1
15953,"Although there is plenty for us to do during the day , the most funny events happen while we are playing basketball and football .",1
15954,"I must say , I think this is the best time for making a short video .",0
15955,Conclusion .,0
15956,Our school is an ideal place for making a short video .,0
15957,There are many interesting lessons and other activities .,0
15958,"I do recommend , however , to make a short video about a ) lessons in the computer centre b ) basketball and football games .",1
15959,"Dear Helen Ryan , I have just received your letter where you inform me I have won the first prize in the competition and now , I 'd like to express my opinion about the questions you have written on it .",1
15960,"First of all , I would like to travel only in the month of July , because during the month of June , I 'm going to work and in September I have to study a lot , because school will start .",1
15961,"Speaking about accommodation , between tents and log cabins , I woul prefer tents , because I love the adventure and also because I can be freer .",1
15962,"I know I will have the chance to do two activities , so I have choosen two from your list : Basketball , because I have been playing it since I was eight and I have been taking part in a strong team for three years .",1
15963,The other one I have choosen is swimming ; for the same reason why I chose Basketball .,1
15964,"But , what about clothes , money , food ?",0
15965,I hope you will take my answers into consideration .,0
15966,Thank you for now .,0
15967,"Yours faithfuly Simone Pausini Many people "" see "" at shopping like an amusement , but I think it 's not always a good translation to give it .",1
15968,"In my opinion to do shopping is often funny , above all when you can enter without difficulties into a shop .",1
15969,"For exemple , if the shop is full of people , is not enjoyable , because they will create too confusion , too noise with the risk of leaving time .",1
15970,"Shopping is a funny thing to do , not when you are in a hurry , but when you have free time and when you can relax yourself .",1
15971,"Another thing that regardes me , is that I enjoy my self more when I know I have to do shopping for me than when it 's for my parents or for somebody else !",1
15972,!,0
15973,!,0
15974,"17.6.2000 Dear Sir , I am writing for explaining some problems your theatre has got and asking for some money back .",1
15975,I saw your advertisement and I expected a discounted ticket for students .,0
15976,But in a ticket office I realised I could n't get it .,1
15977,Another problem was the time .,0
15978,The play was supposed to start at 19.30 but it was delayed so at 20.15 a curtain of the stage was pulled up .,1
15979,As soon as the play had started I noticed another problem .,0
15980,I am a big fan of Danny Book and it was why I chose ' over the rainbow ' .,1
15981,When I saw a different actor playing his role I was really disappointed .,0
15982,Las problem I would like to tell you is a restaraunt there .,1
15983,After the show I went to the restaurant according to your advertisement but it was closed because of decoration .,1
15984,When I booked the ticket I really expected the show .,1
15985,Unlike my expectation it was so disappointing and annoying .,0
15986,So I would like to ask for some money back .,0
15987,I am looking forward to hearing from you soon .,0
15988,"Yours faithfully , TA HYUN PHAT I remember some sientific cartoons when I was younger I watched on television .",1
15989,They describe the future world where people would travel to the moon .,1
15990,But it is coming true now .,0
15991,Modern technology has been changing even my daily life in positive and negative ways at the same time .,0
15992,First it helps my social life to be convinient .,1
15993,I have got my own computer so it is easy for me to send e-mails to my friends very often .,0
15994,Second I can save time .,1
15995,If there was no public transport like underground in a big city I could n't imagine travelling on time .,1
15996,"On the other hand , modern technology could affect my life in a bad way .",0
15997,Because of computeres or telephones I could have less chances to meet my friends than before .,1
15998,It could make my emotions fade .,0
15999,Another problem is pollution .,0
16000,I think a car is one of the most common products of modern technology .,1
16001,"The more cars there are on the street , the more difficult it is for me to keep myself fit .",0
16002,"To sum it up , as technology is improving my life itself is becoming convinient .",1
16003,In spite of its good sides I think my life could get worse .,1
16004,To live in this world needs somebody else to contact and health .,0
16005,But I am loosing chances to meet my friend face to face and I feel I am getting weaker .,0
16006,I suppose people including me should keep themselves in a limited their own space in near future .,1
16007,It will be caused by technology .,0
16008,"Dear Ms Ryan , I was so surprised and delighted as well receiving from you such wonderful news !",1
16009,"Thanks the God , you did me really happy .",1
16010,From your letter I was pleased to know that all accommodation and travel costs are paid for .,1
16011,"But could you , please , let me have more details about my award .",1
16012,What kind of people will be invited at your Camp in this summer ?,1
16013,I would like to know with whome I 'll share sach a wonderful days with the sport activities .,1
16014,About sport ... I must be honest : I 'm not very keen on sport .,0
16015,But I will be glad to swimming and sailing for some weeks .,1
16016,I have been learnt to paint .,1
16017,"And I would prefer to have a nice audience for my poetry as well , I 'm a poet , yeas .",1
16018,"I would be choose a month July , because I 'm free in this time from family 's duties .",1
16019,What about another camp conditions - it does not matter for me .,1
16020,"I can stay in tents or log cabins , how you wish .",1
16021,"Sent me , please , news about July .",1
16022,"Yours sincerely Fu-Su Harp Dear Kim , I hope that you still OK and now are preparing for me a new nice letter !",1
16023,I hope so !,0
16024,I have been written to you that my life in London was a little bit boring for me .,1
16025,It was true .,0
16026,But now all things became absolutly changed !,1
16027,I found the kind of activity what I looking for four ages .,1
16028,My Russian friend ivited me to set up a new exiting business .,1
16029,We established a firm which has a deal with musicians and contemporary pop stars .,0
16030,Can you imagine !,0
16031,"First of all , in order of our firm purpose I wrote an inventation to my favorite idol - a poet and a singer Boris Grebenchekoff .",1
16032,We were renting for him a special hall near Piccadilly Circus .,1
16033,The hall was crowded .,0
16034,"His one-week concert programme was so succsessful that we decided to invite him else , as soon as tickets would be sold .",1
16035,I had a nice expirience as manager too .,1
16036,"I would like to be a professional in this stage , yeas .",1
16037,"Do you share my idea , Kim ?",1
16038,Is not it a brilliant idea ?,1
16039,"You know , Kim , I 'm always looking for purpose of human being .",1
16040,"Not only - to LIVE , but to have something to LIVE FOR .",0
16041,Now I did my choice .,1
16042,Good luck to you as well !,0
16043,"P.S. Your present , a small toy , a white hose - I always keep with me , it helps me to pass my exams .",1
16044,"With Love - Dear Helen Ryan I am writting about this letter that I recently received from you , which is about a competition that I have won the first prize .",1
16045,"I would like to know if is possible for me going on July , because I have school on the others months , and it is impossible for me going on December or January .",1
16046,"About the accommodation , I would prefer log cabins instand of tents , because is safer and more confortable .",1
16047,"The two activities that I prefer will be Basketball , because I had the experience to play in my school 's big for almoust a year , and Photography , which is a hobby that I am good at and I practice since I was ten .",1
16048,"On top of everything , I would like to ask how much money should I take , and which type of clothes are the best to wear in the competition .",1
16049,Yours sincerely Elisa F .,0
16050,"Shopping is not always enjoyable If you are used to go to the Shopping very often , maybe is because you do n't know about all the others good things you can do on your weekend .",1
16051,"People are used to go to the shopping because it is easier and familiare , it is one place where you can have lunch or dinner , watch some movie after that , and if you want buy something at the shops .",1
16052,"On the other hand , everything at the shopping is more expensive , because the people that buy on it usually do n't compare prices or look for cheaper shops , because all they need it is already at this place .",1
16053,"Instand of going to the theather , which is more cultural , or even do a picnic on the Ikurapiura park , people prefer spends all their money at Shoppings .",1
16054,"So , why do n't we try to change our customs and start to do knew things to enjoy ourselves .",1
16055,"Circle theatre 's Manager : I am writting you because I felt dissapointed after seeing the musical show "" Over the Rainbow "" .",1
16056,There were many things that were wrong in the advertisement I saw .,0
16057,First the actors who were suppoused to star in this show were not the ones put in there .,1
16058,"So when I saw the show I felt horrible , because I was expecting to see Danny Brook .",0
16059,But the problems started while I arrived the place .,1
16060,"I had a discount for it , but they refussed it and I had to pay the full price .",1
16061,"Appart from this , the show started fourty five minutes later .",1
16062,I think this reasons are suficiently enough to ask for my money back .,1
16063,So I hope that you will understand my point .,0
16064,Please be comprehensive and realize that your show was not cheap .,1
16065,"I 'm a student , so I do not have a lot of money and I need it back .",0
16066,"I also had to tell you that the theatre restaurant was closed because there were few people there and they take me out of the place , so I was very upset .",1
16067,I will go to your office this week .,1
16068,I hope to see you there .,0
16069,"Pat 's secret Unfortunately , Pat was n't very good at keeping secrets .",0
16070,He had talked to Caroline days before the secret was known .,0
16071,She had told him about the relationship with her boyfriend .,1
16072,"Everybody knew that Caroline and her boyfriend John , loved each other so much that it would n't be rare to find that they had have sex together .",1
16073,"The point here is , that Caroline choosed the worst friend to told this .",1
16074,"She was also concerned about being pregned , but she was afraid to told John about it .",1
16075,So she decided to ask Pat what to do .,0
16076,"When she finally told him , Pat react in a very wrong way and told rapidly to John .",1
16077,"He could n't belived what Pat had told him , so he broke Pat 's nose .",1
16078,Pat 's father had to pay a very expensive operation .,1
16079,But as every story this has a happy final .,1
16080,"John and Caroline still love each other , and she was n't pregnant at all , it was just her fantasy .",1
16081,And Pat understood that secrets should die on your own .,1
16082,"Dear Mrs Helen Ryan , Thank you very much for your letter .",0
16083,I am glad to be informed that I have won first prize in your competition .,0
16084,I am now writting this letter to give you further information about myself with pleasure .,1
16085,"Firstly , the date I would like to travel on would only be in July .",0
16086,"Since I am a full-time student , I will not have finished my lessons until the end of June .",0
16087,"In addition , I will be busy with my cousework in August .",1
16088,"Regarding to the accomodation , I would prefer to stay in tents because I think it will be closer to the nature .",1
16089,I am sure I will have a lot of fun and release myself from the busy study totally .,1
16090,I am pretty good at painting .,0
16091,I have won several prizes in the competitions which were held by my college .,0
16092,"On the other hand , I started to play tennis at the age of six .",0
16093,Tennis is my favourate sports evant .,1
16094,So I would like to choose these two activities while I am at the Camp .,1
16095,"Lastly , I have some questions to ask you .",0
16096,"Since I have never been to U.S.A , I know nothing about it .",1
16097,Would you like to tell me how much should be taken with me as pocket money and what shall I wear at that time ?,1
16098,I will be grateful for your help .,0
16099,I am looking forward to hearing from you .,0
16100,Best wishes .,0
16101,"Yours faithfully Shopping is not always enjoyable Shopping , is becoming a popular way of killing time nowdays .",1
16102,"In some peoples ' opinion , shopping and spending money is a kind of fun and they can even get self-satisfaction from it .",1
16103,"However , more and more people are now asking , "" Is shopping always so enjoyable ?",0
16104,""" In my view , the answer is , NO .",0
16105,"Firstly , since more and more people go shopping , shops are always so crowded , especially the popular ones .",0
16106,Try to imagine the scence : twenty or thirty or even more people are keeping a quel outside the fitting room .,1
16107,Would you say that shopping is enjoyable ?,0
16108,Would you be patient enough to wait for half an hour or more just because you wanna buy a T-shirt ?,1
16109,"Secondly , the cost is also a problem .",0
16110,It will be really an annoying thing when you are keen on something but you ca n't afford it .,1
16111,"One of my friend , Emma , happened to see a fantastic jacket which costs £ 105 .",1
16112,Then she spent all her spare time doing part-time jobs to earn money .,0
16113,"After a week , she had got enough money and rushed to that shop .",0
16114,But it was just not there !,0
16115,She felt really badly after that .,1
16116,"So , would you still say that shopping is enjoyable ?",0
16117,More and more people find that there are a lot of nicer things they can do rather than shopping .,0
16118,Shopping is not always enjoyable .,0
16119,Sometimes it can be a waste of time .,0
16120,"So , let 's have a new life style in this new generation !",1
16121,"Tito Torres Vargas ELIZABETH GASKELL COLLEGE Manchester , UK Helen Ryan Competition Organizer Dear Madam , Thank you for this great opportunity to travel with you for free !",0
16122,I entered the competition you organized but never expected to be the lucky winner .,0
16123,"I could only travel on the first week of July because I have to join my parents on their trip to Italy , due to start on the 20th .",1
16124,"The accomodation that best suits me is in log cabins , as the space in tents is very limited and I am not used to have all my belongings in order and packed at all times .",1
16125,"In respect of the activities you offer , it is difficult to choose in such a hugh variety , but I prefer to do those I better know as climbing .",1
16126,"I 've been studying Photography on my own , and I am looking forward to practise new techniques and take pictures of new landscapes .",1
16127,"Please send me a list of the items I many need there , including the most appropriate clothes for the american weather .",1
16128,I would also like to know in advance the amount of money I need to bring for expenses that will not be included .,0
16129,Yours sincerely Shopping is not always enjoyable Most of us would agree on that .,0
16130,Who has never had a bad experience related with an unsatisfactory product ?,1
16131,"Moreover , who has the freedom to buy with an unlimited budget whatever they need ?",1
16132,And finally who has all the time needed to do so ?,0
16133,There are many things that can go wrong in the process of adquiring a product or service .,1
16134,"And whenever money is involved , some problems are likely to happen .",1
16135,"Thieves will try to put their hands in our wallets and purses , and even the so called ' plastic money ' is not always safe .",1
16136,"Hunting on the High Street , or the Shopping Malls , for the desired bargain - because we cant afford otherwise to buy - becomes often a desperate atempt to reach a living promoted by the new consuming society .",1
16137,And nobody can say they would rather go back to the caverns ' age where money was not even invented .,1
16138,"With more free time and more money to spend than ever , shopping is a great activity , but when this creates bad habits as overspending , could lead to serious problems .",1
16139,"At the end all depends in our attitud to life , including shopping .",1
16140,I particularly enjoy making lists of the products before going shopping .,0
16141,"But even without money to spend is fun to rush from time to time in the sales that seasonaly appear , or simply look at the superb displays that shops have in their showrooms .",1
16142,Shopping may be enjoyable or not at all !,0
16143,"Dear Helen Ryan , I have seen your letter for Camp California in the U.S.A and I would like to travel in July because I am pretty busy with my studies and I am working with my dad in his office now .",1
16144,"First of all , you state in the letter that the accommodation at Camp California is in tents or log cabins .",0
16145,I would prefer to stay in tents because I like being in contact with the nature life .,1
16146,"Secondly , from the list of activities that you are also state in the letter I would prefer swimming because when I was a child I practised this sport for 8 years .",1
16147,"In addition , I would prefer photography too because I love taking photos .",0
16148,"Finally , it would be grateful if you could clarify what kind of clothes I must be taken and how much I will spend during the stay at the Camp .",1
16149,"I look forward to hearing from you Yours sincerelly Dear Kim , Many thanks for your last letter .",1
16150,I 'm sorry I have n't written for so long but as you can imagine I 've been pretty busy with my studies .,0
16151,"Anyway , the reason I 'm writing is that you asked me about my experience with the most famous pop group in America : "" Mana "" Jane 's grandfather was the organiser of the pop concert and Jane had invited me to help in the event .",1
16152,First I did n't accept but finally she conviced me .,1
16153,It was the most excited experience I have ever had !,1
16154,I helped with the lights and I was in charge of the food and drinks .,1
16155,I did hamburgers and hot dogs and I prepare orange juices .,1
16156,"It was grateful because I knew a lot of people and the most important person was Alex , the baterist of the group .",1
16157,You know he is my love !,0
16158,He 's good-looking .,1
16159,I enjoyed very much .,0
16160,"Give my love to your family Write soon Love , Dear Mrs. Ryan : Having won the trip to California delights me and I am providing you the further informations you asked for : I only have two months of vacation that are July and August and since I must visit my grandparents in August , the only time possible is July .",1
16161,"I would prefer a tent rather than a log cabin because I have been told that the Californiai summer is hot and dry so because a tent 's wind circulation is better , it would create a confortable coolness .",1
16162,The two activities I would like to do are basketball and surfing .,0
16163,I have played basketball during 5 years in an amateur franchise and still play on a playground regularly so my skills are good .,1
16164,"On the other hand , I am a complete debutant concerning surfing .",1
16165,"This sport has always attracted me due to its contact with the sea and the great sensations it provides and I believe this is the perfect occasion to initiate myself to the exciting sport , I still have some questions to ask you : Do I need to bring particular clothing like a surfing suit , for instance ?",1
16166,"Is any "" pocket money "" required in case there is something I need to pay for ?",0
16167,"And finally , is somebody going to fetch me at the airport or am I supposed to get to the camp on my own and get refunded afterwards ?",1
16168,"Best Regards Chi Chen Shopping seems to be a true pleasure at first : spending money for yourself or people you appreciate is very satisfying and enjoyable , but it can also be a real nightmare .",1
16169,You often enter a shop and see people everywhere so you have to squeeze yourself through the alleys to take a look at a product .,1
16170,"After long hours of hesitation , you decide to buy a product but discover that it is out of price .",1
16171,"Frustrated , you nevertheless pick something cheaper and advance towards the cashiers .",0
16172,"There , you find an enormous queue waiting for you but you still have to stay up even though your tired legs demand a seat .",1
16173,It is finally your turn and you reluctantly hand the money over to the hypocrital cashier .,1
16174,"Then , you can rest a little and examine the product a little closer but unluckily , it does not provide the satisfaction you may have wished for .",1
16175,"Instead , you keep thinking about the initial product you could not afford , resulting into more frustration and tiredness .",1
16176,So there are several plausible reasons why shopping is not always enjoyable .,0
16177,"Dear Mrs Ryan , I am writing to enquire about the competition that I won and give some details to you about myself and my interests .",0
16178,"In the first place , I prefer to travel on July because my school will not be closed before this date .",1
16179,"Secondly , a tent holiday is always attracted me so I would like to stay in a tent rather than in a log cabin .",1
16180,"In my spare time , I enjoy playing basketball with my friends and I also like swimming .",0
16181,"When I was in primary school , I was one of the members in swimming-school team .",1
16182,I am not really good at basketball but I think it is a good fun .,1
16183,"Because of these reasons , I choose basketball and swimming from the list which were given .",1
16184,"I would like to know what types of clothes I need and beside this , how much money I need during my vacation .",0
16185,I look forward to hearing from you .,0
16186,"Yours sincerely , Dear Kim , It 's ages since I 've heard from you .",0
16187,I hope you and your family are well .,0
16188,"Last month , I had a great time at the concert of "" Dragon "" which is the most popular hard-rock group all over the world .",1
16189,They had a concert in my hometown that 's why the organizators were looking for young people who can speak English .,1
16190,I applied and They took me on .,1
16191,I took part in the security department .,1
16192,The staff in that departnent are really friendly and helpful and they are also huge like giants .,1
16193,"Basicly , I helped them connecting with the local police and getting some electronical equipments that they needed .",1
16194,"They treated me as if I was the private secretary of the department , because of this sometimes I felt that the power was in my hands .",0
16195,"By the way , I have already been invited their next concernt .",1
16196,They gave me two free tickets .,0
16197,Would you like to come with me ?,0
16198,Looking forward to hearing from you soon .,0
16199,"Love Dear manager of the circle theatre , Two months ago I went to see your musical show .",1
16200,I got very angry because you are liars .,0
16201,It was one of the most disappointing evening of my life .,1
16202,The advertisement said that the actors were Danny Brook and Tina Truelove but the actor was different .,1
16203,Who can believe it ?,1
16204,You are really a funny theatre .,1
16205,And the time too .,1
16206,You wrote that at 19.30 the musical started .,1
16207,I was waiting for 45 minute. the show started at 20:15 .,1
16208,I paid 20 pounds without any discount .,1
16209,You said that some discouns was available .,1
16210,Nobody took a discount .,1
16211,When I went to the reastaure I was really suprised .,1
16212,It was closed and I steel do n't know why ?,1
16213,"In the advertisemen you wrote "" your perfect evening out "" , that 's very funny .",1
16214,"It was Just a disappointing night and I want you to return to me some of my money , a very angry man The modern technology has changed my daily life in many ways .",1
16215,"The modern technology help me when I do my homework , to some games e.t.c .",1
16216,First of all the computer .,1
16217,It helps me when I studie .,1
16218,I can find many things from the internet or to write my compositions on it .,1
16219,"The car has changed my daily life , like everyone else .",1
16220,"I can go from one place to other very fast Most of the machines which you have at home help me , too .",1
16221,"I can find cold water in the refrigarator but 50 years before the did n't have the refrigarator , so our life is easier , today .",1
16222,When I stay home I can watch or listen to the radio e.t.c. so the modern technology help me to spend my free time .,1
16223,As you have seen the modern technology has changed my daily life a lot and I believe that it has changed it to the better .,1
16224,"13rd of June Dear Helen Ryan , I was really happy when your letter arrived and I node that I won the first prize in your competition .",1
16225,I have never been in the U.S.A .,1
16226,Now I will give you the informations which you asked for .,1
16227,For me it is only possible to travel in July .,1
16228,That is the only month where I have time because after July I have to start with the University .,1
16229,I would prefer to sleep in a tent because I am used to it .,0
16230,When I was a child my parents and I spent a lot of time at camps .,0
16231,You wrote that I should choose two activities .,0
16232,I have chosen golf because I playing golf sine 1998 and I want to improve it and then I decided to start a new kind of sport and I would like to start with climbing .,1
16233,I could play in the first week golf and in the second I could start with climbing .,1
16234,What about money and clothes ?,0
16235,You know what kind of clothes I need and could you give some advices how much money I will need ?,1
16236,Yours faithfully Shopping is not always enjoyable I think it depents if you are a man or a woman and now I have to say I am a woman and I enjoy it .,1
16237,Honestly I had never a shopping tour which I did n't enjoy when I was alone .,1
16238,I can remember one shopping tour which I had with a man and it was nightmare .,1
16239,It was a fantastic sunny day and we went to Frankfurt and I really needed shows and it is not easy to buy shoes you have to choose carefully .,1
16240,I tried ten pairs of shoes and with every shoe his mood got worse and worse and at the end we had a big fight about everything .,1
16241,"We left the shop without shoes , in horrible mood and we went home .",1
16242,Now he is my ex.boyfriend !,1
16243,Two days later I went back to the shop and I bought the shoes which I still wear .,1
16244,This was for me the only shopping tour which was not enjoyable .,1
16245,"To sum up , my advise is that the women should go alone or with a female friend .",1
16246,"Ms Clark , I am writing to you in order to give you some advice about the annual International Arts Festival .",1
16247,Last season I spent two days at the Festival .,1
16248,"I enjoyed myself very much , but I think that the organization of the next festival could be better .",0
16249,"First of all , as I see it the idea of an Arts Festival is great because in this way many people can know artists who cames from different countries .",1
16250,"Unfortunately , in the last edition there were artists who cames from only six countries , so I think you should invite artists from other countries , for example from Africa .",1
16251,"Secondly , I appreciated the fact that there were concerts of different kind of music , but in this case the main problem was that some concerts hall were too small , and because of it I could n't see one of the concerts in programme .",1
16252,"In my opinion , one of the best things of the last Festival was that there were not only concerts .",1
16253,I saw films and I played ping-pong .,0
16254,In the next edition will be more or less ?,1
16255,I hope more .,1
16256,"The thing that I liked much more than others , was that I had to buy only one ticket for all events , and it was no pricey .",1
16257,"It is clear that for me the last Festival was really great , so I have only one suggestion to give you , I think you should do a baby-parking , in fact a certain number of women could n't see the Festival because of their sons .",1
16258,I look forward to hearing from you .,0
16259,"Yours faithfully I like read very much , because every book that I read shows me a different world .",1
16260,What I try to explain is that in every book there are characters or situations really different .,1
16261,"So we can read realistic stories or fantastic , it depends from what we prefer .",1
16262,"I always prefer read books that are inusual in some way , because they give me the opportunity of escape from the everyday reality .",1
16263,"One of my favourite books is without doubts , Wuthering Heights a famous book written by Emily Brontë .",1
16264,The attention of the is focused on the unfortunate love of Heatcliff and Catherine .,1
16265,"They are the main characters of that book , and what caracterize them is the violence of their passions .",1
16266,"In this book you can find only good or bad characters , everything is good or bad .",1
16267,"If you look at this book like a painting you ca n't see afumature of colours , you see only primary colours .",1
16268,"In other words , when I read a book I want to go in a world where I can find something different from my everyday life .",1
16269,"Dear The Manager of the Circle Theatre , I went to the Circle Theatre to see the show , "" OVER THE RAINBOW "" a few days ago .",1
16270,I am writing this letter to tell you how I felt disappointed with it .,1
16271,There are some differences between the advertisement and the real show .,0
16272,"With the advertisement , you mentioned Mr. Danny Brook and Ms. Tina Truelove were going to play but actually different people were playing , whom I have never seen before .",1
16273,And also it said it was going to start at 19:30 but it was not started until 20:15 .,1
16274,"To make it worse , neither discounts or restraurants were available at that night although they were said to be available .",1
16275,"According to the owener of the restaurant , it was closed because the plugs of some lights were cut off .",1
16276,"As I am writing , it was not a perfect evening at all but horrible , so I would like to ask for money back and compensate for my special 20th birthday .",1
16277,I am waiting for your reply as soon as possible .,1
16278,"Faithfully yours , Fashion Of the Future There have been already a variety of fashion style nowadays .",1
16279,Some are in formal others are in casual .,1
