,essays,labels
652," Dear Miss Ryan, I am very glad received your letter, and very happy won first prize in your competition. I am writing to answer your question and ask  further information. First of all, I am a high school student, so I only have four weeks vacation on July. I would like to travel on July. Secondly, for me, the best way to live in  outdoor is in tents, because that will be a good chance to learn a lot of knowledge about  planets and  animals as well. Moreover, I am good at play basketball, in fact, I am the captain in  basketball team which is one of the best teenagers team in my city, and I also like singing. I play piano very well. Two of my friends and I have a band, we sometimes perform in my school club. Could you tell me something about  clothes and money which is I need to take with me. I look forward to hearing from you. Yours sincerely  [SEP]  Suitable lessons and activities To: Mrs Oliviar From: HUA TANG date: 13th June Introduction: The aim of this report is to summerize the suitable lessons and activities be filmed. Lessons: 1 Music Music is  traditional lesson in our school, everyone in our school can play at least one instruments, so music lesson should be film and to express music is one of our school daily life style. 2. Maths According to some survey which have done by another students. Every student in our school has one math class everyday. So, maths lesson would be filmed. activities. Basketball Our school basketball team is one of the best teenagers team in our city, and every afternoon students are all play basketball in  playground. So, basketball should be filmed. Conclution Sum up, the daily life in our school should film music class, maths class and student playing basketball. ",23
1019," Dear Mr Robertson, I was interested in an advertisement for the London Fashion and Leisure Show and I would really love to go to the show. I am writing to appriciate for the good programme. It was so kind of you to have organised the programme. I would enjoy to see the show, especially a fashion show. I am keen on wearing and drawing some clothes. This show starts on Tuesday in  Central Exhibition of London from 10:00 AM to 7:00 PM. Especially, students are free! It will be  great opportunity for me. I feel that it is such a nice experience and worthy. I would like to suggest  idea and change  sightseeing by bus on Monday, because the English weather is so changeable. If it rains, we will not be pleasant. Some of  friends would like to go to the British Museum and I have not been there before. Thank you again and I look forward to hearing from you. Yours sincerely  [SEP]  Dear friend How are you? I'm fine. Thank you a lot for your letter and I hope you and your family are well. It's a good idea to give a book for your cousin's birthday present. I would like to recommend 'The Old Man and The Sea' because I've read it when I was teenager. It was such a wonderful story that I remember the old man speaking about human's life between the sea and the man. It may make him think of his future and this book could be very suitable for him. Let me know if he likes it or not and I hope we'll be able to get together before too long. I'm looking forward to hearing from you Love ",21
649," Dear Helen Ryan I had received your letter, I am very happy to have won the first price. I would like to go in July after taking my examination at the college in the end of June. So it is impossible for me to go before. I would prefer to stay in a tent to  a cabin Because it is something I feel mores familia  I used to go camping with my family every summer. I am quite good at swimming. I won the first price at the Regional Championship six years ago. But I think I'd rather do other activities what you show me in your letter like tennis. I have been playing this game with my friends and I like it. I would be please if you  give me some more information about the accommodation, and some advices about the cloth (shal) I should wear and how much money I should take with me. Your faithfully  [SEP]  Shopping is not always enjoyable,  even no healthy for your pockets. I just wonder how much time we spend shopping at the supermarket or how much time we spend buying cloths. Me for example, I don't particularly like shopping, when I go on my own, it can be bored. My sister loves shopping, she could stay trying clothes on all day in a shop. I am agree that the most of the people enjoy buying cloths, food, something for the house presents . Because  is something it goes with their culture. Sometime you can stay all day out just to buy a present for someone, it stard in the morning, and of course you have the breakfast somewhere, and it get later and you  still looking for it so you have the lunch, so finaly you spent more money than you thought  ",19
737," Dear Helen Ryan: I am writing to give you the information it was ask in the letter you had sent me. Firstly, the best date for me to travel will be  the second week of July because I will be very busy in any other date for reasons of work. Secondly I would prefer sleeping in  log cabins because I  fell much more comfortable. One reason is the cold, and the other is that I cannot sleep on the floor because I have problems in my back. Finally, the two activities I would like to do while I am camping are Singing and Basketball. The first one because I think I am good at it and also I love singing loudly with other people. The last one I have never tried it but I think I can do it well because I am very tall and that could make things easier. I would like to know if I must take some money and what kind of clothes I will need. I look forward to hearing from you. your sincerily  [SEP]  Dear Kim: I'm very sorry I haven't written  you for such a long time but I had to make a travel to my parents house because my mother was operated on; don't worry she is all right now. Last month I went to help at a pop concert where Rolling Stones were playing. It was a wonderful experience but at the same time I had to work very hard. The things I did were: Prepearing and controling the equipment, I had to clean all the stadium, make sure that all the lights were in perfect condition, that the singers were confortable and relaxed, etc. The most exciting thing was talking with the band, asking questions to them and of course listening  the music and enjoying the incredible show. It was the most exciting experience I've ever had in my life. Best wishes. ",29
414," Dear manager of the circle theatre, Two months ago I went to see your musical show. I got very angry because you are liars. It was one of the most disappointing evening of my life. The advertisement said that the actors were Danny Brook and Tina Truelove but the actor  was different. Who can believe it? You are really a funny theatre. And  the time too. You wrote that at 19.30 the musical started. I was waiting for 45 minute. the show started at 20:15. I paid 20 pounds without any discount. You said that some discouns was available. Nobody took a discount. When I went to the reastaure I was really suprised. It was closed and I steel don't know why? In the advertisemen you wrote ""your perfect evening out"", that's very funny. It was Just a disappointing night and I want you to return to me some of my money, a very angry man  [SEP]  The modern technology has changed my daily life in many ways. The modern technology help me when I do my homework,  to  some games e.t.c. First of all the computer. It helps me when I studie. I can find many things from the internet or to write my compositions on it. The car has changed my daily life, like everyone else. I can go from one place to  other very fast Most of the machines which you have at home help me, too. I can find cold water in the refrigarator but 50 years before the didn't have the refrigarator, so our life is easier, today. When I stay home I can watch  or listen to the radio e.t.c. so the modern technology help me to spend my free time. As you have seen the modern technology has changed my daily life a lot and I believe that it has changed it to the better. ",25
306," Dear Sir, I am writing with reference to an arrangement I made for your theatre show last week. I have to admit that it was not as I expected; First of all, the main reason I went to see ""Over the Rainbow"" was its actor, Danny Brook. It was very disappointing when I realised he wasn't in the scene. Beside this, I had to wait three quarters of  hour before the show started. During this time, I decided to have a drink in the restaurant but, as well as being closed, there was no nobody from the staff that could help me. I couldn't believe it! I would never have imagined this could happen in such a well-known theatre. Furthermore, you talk about discounts in your leaflets and they were no available, so, it was an expensive evening! I know you will understand my frustration and that's why I would like a total refund of my money or at least another ticket that goes with my wishes. I look forward to hearing from you soon. Yours faithfully,  [SEP]  Pat wasn't very good at keeping secrets. However, she was a close friend and I couldn't accuse her of nothing else. I won't never forget the day the doctor told me and my Mum the thruth of my strange disease. He just said there weren't resources to face it at that moment but... I bursted into teas as well as my Mother. It seemed the end of something lovely step by step. I got conscious of my problem and despite being a personal matter I decided to tell it to Pat. I still remember her words: ""Don't worry about anything. My lips are sealed"". I do really trusted her when three days after I went to school and I could appreciate I was catching the eyes of everybody. I couldn't stand being watched and my furious led me straight to Pat. She tried to apologise but it wasn't enough for me. My best friend had let me down. From that moment, I denied being with anyone until I met Cold, a sensitive dog, the one who would keep my secrets forever and would be near me until the end. Sure! ",29
1131," Dear Principal, First of all, we would like to thank you for  good programme which provides us  3 days stay in London.  It contains a wide range of activities for example, sightseeing,  river trip, visiting  science museum and gallery, shopping.  It is certain that the programme will give the students considerable enjoyment. However, we have found an advertisement for the London Fashion and Leisure show, which will be held at Central Exhibition Hall on 14th of March.  The advertisement says that the show is full of many interesting programmes, such as the latest fashions, leisure and sports wear, make up and hairstyles etc.  Moreover, students are allowed to admit for free. All of us would like to attend the show because young people, particularly girls are interested in fashion and make up, so we are expecting the show will be the great opportunity to see what the new trend in fashion will be like. It would be grateful if you give a little change in  programme so that we are able to attend the show.  It seems to be good to change the programme of 14th into the London Fashion and Leisure show, instead of the science museum and shopping.  I am looking forward to hearing from you.  [SEP]  Technical and Warm Home People's way of life has considerably been changed by rapdily developing mordern technology.  To begin with, it will be good to look back on how our parents have lived in a house. 50 years ago, Korean mothers should have made a fire by burning woods to warm a room up and make food.  Since the eletric fire and microwave oven had been invented, their life have been far easier than before. Today, however, people do not need to spend many times on making food, washing up, or even on turning on an off the light.  Machines, such as a dish washer, laundry machine and remote controller help us jut to relax or do a little work necessary. From my point of view, people's home in the future will be controlled by a computer which is devised in every machine, TV, cooker and the light, connecting to the owner.  He/she can just press the button or send e-mail to operate what he/she needs, even though the owner is far from the house. On the other hand, people will still be living in a building which is constructed for a ""family"".  In spite of the computer, children will need food their mothers make and love expressed not by a computer, but by parents themselves. Computer might know better than  human, but there are many things which it can not replace in our life. ",32
944," Dear Mrs Ryan, I am writing to provide you with the information you require. First of all, I want to inform you that I would like to travel only in July, because in California at that time of the year  is very hot and I prefer going on summer to going on winter or during  other season, because I can do lots of activities that in winter  would be impossible to do. Secondly, I would rather be accomodationed in  log cabins than go in  tens. In my opinion staying in log cabins is funnier and much cleaner. Thirsthly, I would prefer to swimming and playing tennis, because I have been practising them since I was I child, and I think I  very good in each other. Finally, I would like to ask you if I have to take some money, or  everything is provided for the organisers. Furthermore, I would be grateful if you could tell me what type of clothes I have to take. I look forward to hearing from you. Yours sincerely,  [SEP]  Dear Kim, Sorry for not writing  you before, but I have been so busy, because last weak I went to a pop concert to help the singers. First, when I arrived they told me to go to a big room, where the singers try on their clothes and they are made-up. There, in the room I had to helped them, I mean the singers, to put on theirs clothes, and I had to  make-up  them. A few minutes later the show started and the grup appeared on the stage. While they were singing a man told me to clean the room, where the singers get dressed. Later, when the show had finished, I stayed with the grup in their room for a few minutes. Then, they went to the airport, and my dream finished. What I really liked doing was to helped them with their clothes and to make-up them, because I learnt how to  make-up a person and I spend a few minutes with the most popular grup of the world. Write  me soon. Love, ",21
3," Dec. 16th, 2000 Dear Ms Clark, I am writing to mention my opinions on the International Arts Festival that you have organised this year. It was a great idea, but I think I need to make some points about the things that I found unsatisfactory. First of all, I was disappointed that the artists invited were from only six countries. Next year's festival will be much better if artists from places other than Europe and the USA take part in it. Secondly, despite the high quality of the concerts, some of the halls they were given in were too small for the crowd of audition. They were cold and moist, too, because the air-conditioning system was insufficient. Thirdly, I think more plays and films should be shown next year. However, I found the idea of a single ticket for all  events of the weekend excellent, as the price was reasonable and access to a wide range of events was provided. Finally, I should say that I had a very good time in spite of the flaws and I would like to thank you for it. I wish to enjoy an even better festival next year. Yours sincerely,  [SEP]  Dec 16th, 2000 Dear Mary, I'm glad to have received your letter and I'd really like to talk about the school and family rules here. Firstly, the weirdest rule in our schools is that we must wear uniforms all the time. This is especially bad for us girls, as we are obliged to wear skirts and we cannot climb the stairs or run like the boys. But apart from this, I think most rules of the school are quite reasonable, like addressing to the teacher using the second plural person (it is different in Turkish) or standing up when s/he enters the class. As we are a developing country, teachers are quite respected. Another thing  different from your schools is that we don't change classrooms between periods. We stay in the class in which we have been registered for the whole year, and a different teacher comes in every period. Let me talk about the rules at home. We like chatting on the phone so much that most of us' parents have limited the talking time down to five minutes, threatening to cut off the wires otherwise. Also, as most of us live in flats, we're not allowed to listen to loud music or run or play ball games in the house! But we are legally allowed to play instruments like the piano until 10 p.m. I'd love to write more, Mary, but I'm in a real rush nowadays. This month has been full of exams and there are still ones coming up next week, so I must be a swot as you see. Anyway, I'm looking forward to hearing your comments about our rules. Take care! ",38
647," Dear Ryan I am writing to reply for your letter about  competition. First of all I would like to say that I am very happy that I won first prize in your competition. Secondly you asked me, when I have time for travel, so I can go only in July, because only in July I have holiday. And I would like to go in the first part of this month,  socond part I spend with my familly. If you do not mind I would prefer  tent, because in  tent I will be along. While I will be at the Camp I would like sailing, because it is my favorite sport. I am good at it - I am sailing from childhood. The second activities which I would like to do is surfing - I have never do it. I would like to know, how much money I must have with me? And what clothes I should take with me. I am looking forward to hearing from you. Yours faitfully Aniela Chmielewski  [SEP]  ""The Old Man and the Sea"" 'This is such a marvellous book you will want to read it again' In my opininion this book 'The Old Man and the sea' is the best book which Ernest Hemingway had writen. Thise book is about  men who know that he will die soon, he know that he didn't made his dream coom tru. So he decidet to go for  last trip in his life. Hes destenation is get  Marlin. He is very old, and he isn't so strong that he should be. He need to rest, but he don't geve up. I the end he make his drems coom tru, he get  vast Marlin. In thise book Hemingway is trying to tell us, that if we want something, we can get it, it can be deficult and take  long time but we can do it. We must believe in our selfs. People in our ages should think about this. Sometimes they geve up, befor they get something,  To sum up I must say that every-one should read this book. ",23
422," Dear Sir or Madam, Ref: Over the rainbow musical show. I am writing to you to mention some problems about the musical show shown in your theatre. First of all, it was supposed to be starring Danny Brook and Tina Truelove but in a real show, it wasn't. Because I'm big fan of them, if was pretty much boring without them and not to mention that it was disappointing. It didn't start at 19:30 and there was a delay for 45 minutes which was quite a long time and everyone got frustrated. The tickets also caused a problem. Discounts weren't available at all. Moreover the testament was till under the construction so that we couldn't use it when we were extlemely hungry. Finally, I wonder why you didn't ask for the money back if you have guaranteed the perfect evening. I am therefore writing to you to ask for the money back as I didn't get any advantages or services from you. I am looking forward to hearing from you as soon as possible. Yours faithfully, L. P. Lou  [SEP]  Technology has been developed extremely fast these days and as it is still going on, it can't help affecting our lives. One of the biggist thing  has changed is a change in a method of communications. People have invented such things like TV, radio, telephones and so on which made us enable to hear the news quickly and stay in touch with people easily. There are also changes in biological areas. Nearly almost of the disease have been found the way to cure except only a few like AIDS. It helped us to live longer and make us stronger against them. I have mentioned  few changes above but there's still a biggist one left which is about computer areas. It helped us to be able to work much more quicker and accurately than before with the help of  Internet. Basically modern technology has changed our life more comfortably but there are some disadvantages such as lack of friendship, togetherness because of people staying in their house being on the Internet for  whole day. But we still have to admit that we can't live without them even  they give us some disadvantages. ",24
49," Dear Ms clark: I am writing to give suggestion for the international art festival, which I have been to one weeks before. It was really good, but I feel it could be better next year. Firstly, I want to say it is a great idea to have this international arts festival, it is very interesting, especially for the young people. I went to this festival with four friends and all of us enjoyed our time  very much. It was said that stars and artists from around the world  on the advertisement, but in fact they are from only six different countries, so I hope there will be artists from more different countries next year. Although the jazz, rock and classical music was great, some concerts and halls are too small, could you consider making them bigger next year. The plays and films were really wonderful, people liked them very much, so could you play more next year The last thing is about the ticket. It was excellent about one reasonably-priced weekend ticket for all events, because it is convenient and normally young people do not have a lot of money, so I hope next year the ticket will be also like this. I hope that you can consider my suggestions. I really look forward to going to the festival next year. Yours sincerely:  [SEP]  Dear Jacob: I'm very glad to hear from you. I hope everything is ok. I'm really sorry I didn't write you back immediately, because I was preparing my exam at that moment, so can you forgive me? We should keep in touch with each other, because you know I'm very happy to have a friend like you. In your last letter you asked me something about our rules, both at home and at school in my country. I'd like to tell you that. In school, we have lots of rules, especially in the class and some of them are quite strange. For example, we can't go to the toliet during the lessons, we should go there in the brake. And we can't eat food or do any sports in our classroom. If you fail three subjects in your exam, you will be kicked out of school. It's too strickt, I don't like it. If I can, I would like to change this, because I don't think everyone can success at once, we should give them  second chance to try. Anyway, in my country, generally, children are free at home, but it also depends on their parents. For me, I don't have rules at home,  just don't take trouble to my family, that's all. OK, just here. I look forward to hearing from you soon. All the best wishes and good luck. yours: ",28
238," Dear Sir/Madam, I am writing to you after visiting your theatre. Frankly speaking, I was very disappointed after my visit. I was displeased from the very beginning, because I expected to get a discount as I'm a student. According to your advertisment I could have one but in reality there were no discounts at all. But nevertheless I decided to go to your show. The show started t 20.15 instead of 19.30. I had to wait in  overcrowded hall. When finally the show had started I found out that Danny Brook was replaced by another actor. One of the reasons for my visiting your show was Danny Brook's participance. So, you could understand how disappointed I was. To make matters worse the restaurant which was mentioned in your advertisment was closed. So I hadn't such  perfect evening, as was promised in your advertisment. In fact there were a lot of mistakes in your advertisment and I would be gratefull if you could give me back a part of my money. I'm looking forward to hearing from you. Yours faithfully,  [SEP]  How has modern technology changed your daily life? In my opinion, modern technologies play the important role in people's life. I think that at present the most important technologies are computer and Internet technologies. Both computer and  Internet influence people's life. I have to use  computer every day. It helps me in preparing my homeworks. Firs of all  Internet gives you an access to a great number of different information. On the one hand  Internet is often used for entertaiment, but on the other hand it's also used in different business and education process! With the help of Internet technologies I communicate with other people from all over the world it gives me  chance to improve my English. From my point of view,  Internet can be used in education, because it gives an opportunity to have distant relations between pupils and teachers. Though  Internet has a lot of positive aspects I think you should be careful with it and not to be depended on it. ",27
1221,"  Mrs Smith, I received your letter this morning and I would like to thank you for your interest in the Conference. I hope I can answer your questions. At First, this international student conference has the intension of explain to students how important is the education. In addition to this, we choose the luxuery Palace Hotel which is comfortable enough and in a good location. The Palace Hotel is located in the centre of the city, so you can go by train, by bus or by car. I suggest you should go by train and go out in the Museum Station. The Conference will happen in the Hotel, which is so much easier. The Conference, not being modest, it is a quite well organized. It will starts at eight in the morning and will finish around five in the afternoon. I suggest you should wear something informal. Even though we want to make things as more comfortable as possible to our students. I am very happy that you want to know  my area, although I am afraid an afternoon is not enough. However, if you want, you can call me and I can show you some interesting places. I will be very glad. I look forward to hearing from you. Yours sincerely,  [SEP]  Affecting Our Lifes Cars, boats, motobikes, airplanes: Who did never use this once? This is a good question. The humans seems always that they are running and the fastest of this inventions is certainly, the airplane. At First, when Santos Dummont invented the airplane, he probably didn't think how the people could transform his creation. In this world, where the nations fight to be the better one couldn't be diferent: the airplane became the most important thing in the war. Unfortunately, it was used to kill a lot of people. However, the invention of the airplane has brought us some facilities. How could a person come from Brazil to Australia ? Maybe by boat, but it could take too long! The best way is definetely, by air. After this invention travel around the world is so much easier. Now, we have to say thanks and congratulate all the creators who invented facility things for us. So, the airplane is definitely an important invention, because it have changed people's life in wars. Until now, it is being important in the transport of thousands and thousands of people around the world. Let's congratulate Santos Dummont! ",25
565," 13/06/00 Dear Helen Ryan I am really pleased to hear from you  I won first prize in the competition. It is the thing I really want. How I am going to answer the questions you asked me in the letter. First, I am afraid but I can travel only in July. I've got  three-month holiday from June to August but I've already promised my aunt, who runs a small nursing home in Andover, to help her during June and in August. I have to work to get my next-term tuition fee. So July is the only month I can take part in your activities. Second, regarding accomodation, I'd like to stay in a log cabin. I am very sensitive to noise especially at night and tend to catch a cold even in summer. And I love to learn surfing and painting. I am quite good at swimming but I never tried to do surfing. So this time I am really keen on learning that. I also love painting. I expect you have lovely nature in California for me to draw on my canvas. Let me ask a question about clothes and money. What kind of clothes do I need and how much money do I have to take. I am really looking forward to going there and  your reply. Yours faithfully Yun Sandra  [SEP]  Shopping is not always enjoyable I love shopping. But I can't help accepting it is true that shopping is not always enjoyable. For example, any shops are too busy to enjoy shopping in at weekends. Sometimes customers' trolleys run into each other and they have to wait ages to go through check-ins. What's worse, there is usually  traffic jam around or along roads to a big supermarket and a shopping mall. And if an accident takes place on the roads, it can be a nightmare. So I prefer shopping at weekdays unless I am busy or have an appointment. However, people can't have a good time even at weekdays while shopping. Shopping gets them tired as they have to walk for a long time to find the things they want to get. In addition, they can get angry with a shop assistant because of bad service. For the handicapped, going shopping is not easy and it can be very bothering unless shops have facilities for them. Despite all these things which show that shopping is not always enjoyable, people have to go shopping. Otherwise they can have lots of problem and  difficult to live. ",27
757," 13 June. 2000 Dear Ryan, I am so marvellous about winning the competition. I am answering what you would like to know some information from me. At first, I am able to travel only in July because I will have on holiday in July, furthermore I have a important exam in November. Secondly I would prefer to stay in  tent as it will be natural life while I am at the Camp. Thirdly I  keen on playing tennis and taking some photography. In spite of the fact that the weathe is bad, I play tennis. I collect strange photography by myself. Finally I am wondering that how much money I need for myself and what kind of clothes I need. I look forward to hearing from you as soon as possible. Yours sincerely Bae Ki Seul  [SEP]  Title: Speaking activity I like speaking activity while I am in the class. During that time I can talk  some secret things or private with class-mates. After that we know each other more than before. In addition speaking activity include everything  to learn English such as listening, speaking,  grammer as well. Other lesson, the teacher teaches lots of things which are grammer, English culture... etc. It might be good. However all  students are passive. So it can be boring. give a topic and then discussion about it. I know that what my friends think and like. It is real life who we are. Also the film must be funny. If a film is boring, nobody will see it. During speaking, there are lots of  happening such as, some students can't understand what the other students say and their culture. Having fun and knowing new knowledge. It makes us laugh. So I think that speaking activity should be filmed as you can see and know  real us and  funny as well. ",18
522," Dear The Manager of the Circle Theatre, While I was staying in London for a holiday, I went to the Circle Theatre to see OVER THE RAINBOW in the evening. That made me feel disappointed. First of all, the actor was different from  your advertisement. I meant he was not Danny Brook. Secondly, it took times to wait about forty five minutes, because it started at 20:15. It should be on time at 19:30. Then it had no discounts, which the advertisement said so. Due to being a student, I think I should have got the discount from your ticket  with  ID card. Besides this, the theatre restaurant was early closed. As soon as the show ended, I went to there for having a dessert. Lastly, I don't think that it was my perfect evening. I would like to get my money back. I look forward to replying from you. Yours faithfully,  [SEP]  Unfortunately, Pat wasn't very good at keeping secrets. Griffin, who is a teacher, wasn't surprised at our preparation. It was so close to be on his birthday, so we made a decision to hold a small party for him. She has just learnt with us for three weeks. She is not talkative,  kind, and reserved. However,  this party she took part in, she was responsible for preparing food. As far as we knew, she's good at cooking. While she was choosing vegetables in a market, she came across him. When he asked her 'why do you choose deliberately?', she answered without thinking. That caused the secret  disclosed. We didn't blame her, because we knew that she didn't intend to do like that. Although he wasn't surprised, he was glad and pleased with our party. Anyway, Happy Birthday to Griffin, again. ",23
929," Dear Sir or Madam, I am writing to say how happy I am to be able to take part of ""Camp California in the USA"". I would like to inform you that I am able to go there only in July. I am finishing my study in June, then I have a month off (July) and on August 1st I am starting a new job. I would prefer to live in a tent during your camp. I have always dreamt about sleeping in a tent, in sleeping bags, but my parent always took me to expensive hotels, so it would be a nice adventure for me. During the camp I would like to pratise my swimming (I have attended swimming lessons for 3 years) and also I would like to learn how to do some good photos. (I have no experience!) I would be really glad if you could tell me something about clothes I should bring with me. (Do I need any special garments?) and could you tell me please, if I need some extra money to pay for anything like trips or photo-paper. I am looking forward to hearing from you Yours faithfully,  [SEP]  Shopping could be fun! Sometimes I like doing it during long Sundays. I like going between colourful shelfs and picking some nice things for dinner or for decorating our house with. I love talking with my mum during shopping, meeting new people or old friends. Sometimes unfortunatelly shopping could be very annoying, especially at Christmast or Easter time. Then, all shops and supermarkets are crowded. People are trying to buy as many things as they can, and everyone wants to be first to the check-out - you have to wait ages to get there! People are pushing each other, they are not as kind as usually. You have to be more careful and hold your bag tightly because this is a good period for all thieves (they know they can steal something without having been seen!) At Christmas or Easter time all shops have usually an unpleasant smell (because of the crowd) and are very noisy! Another period when I don't like doing shopping is when there is a huge sale! I always go absolutely crazy when I have to do shopping then! You cannot breath, you cannot see anything apart from a bulk of shouting women and men who want to get something cheaper! Next,  not very enjoyable thing about shopping is spending money! When I go to the big supermarkets I always spend more than I was going to. You just cannot refuse buying another bottle of body lotion or another box of soap because they smell so nice can you?! I always become very angry with myself afterwards, but I cannot help it. In my opinion, shopping could be really enjoyable! The only advice would be: ""Do not do your shopping at Christmast or Easter time"" - but it will not make any sense, will it? So you just have to get used to it, and enjoy your shopping for the rest time of the year! ",36
335," Dear Sir/Madam My name is Alida Fanetti, and I'm writing  you about the musical show which I saw during my stay in London recently. One evening, while I was walking around the city I saw a very interesting advertisement, which was about a musical show. I'm a fun of Danny Brook so when I read in the advertisement his name I immediately decided to go to the show. The tickets were a little expensive but I was with other TEN people, so when we read ""Discounts Available"" we expected that the theatre had organised a special discount for group of numerous people. It wasn't true; there weren't any discounts. The show started at 20.15 and not at 19.30 so we waiting for  long time. Before the show started, a man said that there wasn't Danny Brook because he was ill. It was a disaster. After the show, which wasn't as good as we expected, we decided to go to the theatre restaurant. It was closed because people in the kitchen weren't ready with the food. It wasn't a ""perfect evening out"" like you said in the advertisement, so my friends and I, would be gratefull if you will give us some money back, if it is possible. I hope to receive an answer. Your faightfully  [SEP]  ""the old man and the sea"" BY ERNEST HEMINGWAY Dear Sandro, I'm Alida, how are you? I'm writing  you because I have an important thing to tell you. I read in the newspaper that in the next  days some book of short stories are going to be read on the radio. A few days ago you told me that you have to read ""the old man and the sea"" by Hemingway for school; well, on friday  is going to be read, on the frequency 96.7, this book. I suggest you to listen to it because it's a very interesting book and you can relax while someone else is reading for you. I think it's a very good thing that people read books on the radio because it's a possibility for ""busy people"" to know important and beautiful short stories and books. Well, I think you will be happy if I tell you something about this book. I read it two months ago and I liked it very much. It's a sad story but it makes you know  a tipe of life that you can't imagine that really exists. The old man is a sad person but he loves his live and lives on the beach because he can't stay without see the sea for a day. I think you will enjoy it. Now I have to stop writing but I'll write you more letters. I hope you will listen to this book on the radio. Write me back soon and tell me about your impression   (I mean if you enjoyed the story or not!) Love P.S. Remember 96.7 on friday at 15.30 p.m. ",25
582," . I would like to travel only  July because I would be in schools holydays  and the weather is hot and the sea's temperature is less cold than in winter. I would like to travel in July to be sure it would not rain during the trip which is boring?! And when the sun is shining you are relax and you feel good. . I would prefer  tents to sleep  at Camp California because it is fun to sleep in tents  to compare   in a house. You are in communication with the nature and you can hear the insects. And we only need to sleep and not to cook or watch T.V... It is very nice to stay in tents wich are strong and confortable. . From the list below, the two activities I will choose are Tennis and sailing. Tennis because I play Tennis and I am classed 15-5. I like very much Tennis because it is a technical and physical sport. And you need  strategie to win the match. It is nice to play tennis outside in the court when the weather is hot. But you can't play if there is too much wind,  the ball becomes incontrolable!  Windsurfing because I pratise it for a long time. You can do it alone. I like windsurfing because it is a sport of speed and slide like skiing, surfing. you need technics to move the windsurf. You must know how to use the wind and you have great sensations! I would like to ask you questions: Must I take with me my clothes? Is there a washing machine at Camp California? Do I need some money to pay  the meals!  [SEP]  you have recently had a class discussion about shopping. Now your english teacher has asked you to write a composition, giving your opinions on : ""shopping is not always enjoyable"" In fact, shopping is not always enjoyable because sometimes you want to buy articles but you don't have enough money! You don't find anything interesting in the shop. You can hesitate  to choose an article. Which is the best article to take? The seller can be not very nice and watch you all the time. You don't find your size or the good color in the article. The article can be too expensive. It looks fragil and it could break easily. Your must test several shops and compare the price, the quality of the articles. So you must walk all the day or go by car. And the weather must be fine if you walk in the town. Shopping is not always enjoyable if there is a lot of people in the shops because you can't move and choose the article and be cool! ",28
704," Dear Helen Ryan, Thank you very much for  letter which I received last week. I was delighted to heard that I won the prize for two week at Camp California in the U.S.A. I would be able to travel in the first week of July 2000, because my college will finished on 28 June 2000. I needed 1 - week to prepare all I needed to take with me, It said that about accommodation I would prefer to stay in tents to log cabins. Staying in tents  more interesting than in log cabins and I always dream of sleeping in tents so my dream  coming true! I  always interested in sport, so I am very happy to do sport activity particularly Basketball and tennis. When I was at secondary school I used to play for a school team and I am very good at them. The last reason  I love to watch basketball and my favourite team was Chicago also my favourite player was Michael Jordan! I would like to know more information about clothes and money. Do I need to take a special clothes such as, warn clothes, jumper. Finally, How much money to I need to take with me? Is there any cash machines nearest where we  staying? It would be very grateful for you  to give me more details as soon as possible. I  looking forward to hearing from you. Your sincerely, Alak Liyana  [SEP]  Dear, Kim, How are you? I haven't heard from you for such a long time. I hope everything is alright with you. Sorry! I haven't written to you since  last two months, because I have been very busy to helped and organizing the pop concert which took place near my town. Let me tell you more about what I have done last month. I have had a wonderful experienced with helping  pop concert last month. My duty was helped them cooking for all of them during the concert, as you know I'm very good at cook and everybody loved my good I cooked! Secondly, I helped them to prepared the clothes and the custom during the concert, although I never experience about clothes and art before, but I enjoyed it very much. What I liked most about my experienced from the concert was a great atmosphere behind the state and  live music  made me felt great and happy, what's more, I have  opportunity to meet a singer who I loved and I dream about. He also gave me his adress and telephone number if I need help from him in the future. I'll show you when you come around to see me. Anyway, I'd better go now. I have some homework that needs to be done. Write to me soon when you have time. Give my regards to our parents. Take care! Best wishes, ",27
